channel,start_time,stop_time,label,confidence
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,37,306,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,307,779,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
TERM,780,1174,0,1
